,Unnamed: 0,发布时间,城市,职位名称,公司名称,公司规模,公司类型,薪资,学历要求,技能要求,工作经验要求,评分,score,Cluster,X,Y
53,55,2023/2/12,0.04817518248175182,数据分析师,上海二十冶建设有限公司,0.8571428571428571,0.5,13500,0.25,0.6923076923076923,0.4,7.2,4050.3451197160502,0,-0.20533094,-0.23488316
54,56,2023/7/8,0.09927007299270073,商业数据分析师,欣和企业,0.8571428571428571,0.75,5150,0.25,0.0,0.2,7.5,1545.2659984358706,2,-1.1594418,-0.27304527
55,57,2023/8/7,0.19124087591240876,时空大数据挖掘分析师,上海城市地理信息系统发展有限公司,0.42857142857142855,0.5,22500,0.25,0.23076923076923078,0.2,7.05,6750.208986724953,0,0.7155051,-0.06401869
56,58,2023/7/27,0.6875912408759124,数据分析师,上海翕振信息技术有限公司,0.5714285714285714,0.0,16500,0.25,0.0,0.2,6.85,4950.206973409801,0,0.3816152,0.4310626
57,59,2023/7/7,0.28175182481751826,环保工程师,上海诺本环保科技有限公司,0.14285714285714285,0.0,4750,0.25,0.5384615384615384,1.0,5.55,1425.3159499077565,3,1.035168,-0.9931093
58,60,2023/4/3,0.19124087591240876,营销AI数据分析师,上海宏原信息科技有限公司,0.2857142857142857,0.0,14000,0.25,0.07692307692307693,0.2,6.3,4200.1221735381405,0,0.6056851,-0.14378652
59,61,2023/5/13,0.09927007299270073,数据分析师,携程计算机技术(上海)有限公司,1.0,1.0,13500,0.25,0.0,0.4,7.55,4050.352427007299,2,-1.8631488,-0.24191067
60,62,2023/3/26,0.14744525547445256,商业数据分析师,上海我爱我家,1.0,1.0,17500,0.25,0.3076923076923077,0.2,7.7,5250.348013756316,2,-2.5164847,-0.18415746
61,63,2023/7/20,0.14744525547445256,数据分析师,上海睿沃信息科技有限公司,0.2857142857142857,0.0,17500,0.25,0.6153846153846154,0.0,6.65,5250.131640129943,0,1.0174593,-0.08685782
62,64,2023/7/17,0.28175182481751826,商业数据分析师,上海宏原信息科技有限公司,0.2857142857142857,0.0,12500,0.25,0.23076923076923078,0.4,6.1,3750.1866092484156,0,0.7306466,-0.19356081
63,65,2023/4/1,0.6875912408759124,数据分析师,宜通华瑞,0.8571428571428571,0.0,23500,0.25,0.15384615384615385,0.2,7.45,7050.265215168043,0,0.15706718,0.3767614
64,66,2023/8/26,0.6875912408759124,数据分析师,上海晨钦信息科技服务有限公司,0.8571428571428571,1.0,21500,0.25,0.15384615384615385,0.2,7.85,6450.3652151680435,2,-1.9866443,0.39138338
65,67,2023/2/10,0.6875912408759124,商业数据分析师主管,智联猎头,0.8571428571428571,1.0,16000,0.5,0.15384615384615385,0.4,7.3,4800.417715168043,2,-2.0947313,0.47931996
66,68,2023/2/20,0.09927007299270073,财务数据分析师,上海道格医疗美容诊所有限公司,0.42857142857142855,0.0,15000,0.25,0.23076923076923078,0.2,6.6,4500.149789644662,0,0.71733534,-0.14143881
67,69,2023/5/15,0.09927007299270073,数据分析师,51Testing,0.42857142857142855,0.0,4750,0.5,0.38461538461538464,1.0,5.9,1425.3376742600465,3,1.0778373,-2.099987
68,70,2023/4/25,0.14744525547445256,数据分析师,杭州拓端数据科技有限公司,0.14285714285714285,0.0,5250,1.0,0.5384615384615384,0.8,5.25,1575.300019250822,1,1.6030985,-5.2387877
69,71,2023/6/6,0.6875912408759124,数据分析师,上海盛付通电子支付服务有限公司,0.5714285714285714,0.0,30000,0.25,0.07692307692307693,0.0,7.4,9000.174665717495,0,0.37634262,0.3097832
70,72,2023/2/27,0.03941605839416058,职业教育数据分析师,江苏中教科信息技术有限公司,0.42857142857142855,0.0,3000,0.5,0.23076923076923078,1.0,5.9,900.316304243202,3,0.9378661,-2.0906892
71,73,2023/3/20,0.14744525547445256,数据分析师（电商/零售）,上海睿沃信息科技有限公司,0.2857142857142857,0.0,20000,0.25,0.0,0.0,6.65,6000.070101668404,0,0.5737399,-0.06658187
72,74,2023/5/11,0.09927007299270073,数据分析师,51Testing,0.42857142857142855,0.0,4600,0.5,0.46153846153846156,1.0,5.9,1380.345366567739,3,1.1381725,-2.0889225
73,75,2023/3/17,0.09927007299270073,数据分析师,拼多多,0.8571428571428571,0.0,35000,0.25,0.5384615384615384,0.4,7.25,10500.284844589716,0,-0.17724976,0.0026106015
74,76,2023/8/12,0.14744525547445256,数据分析师,上海睿沃信息科技有限公司,0.2857142857142857,0.0,20000,0.25,0.15384615384615385,0.0,6.65,6000.085486283789,0,0.6642102,-0.06576272
75,77,2023/4/12,0.11386861313868613,数据分析师,上海链家地产,1.0,0.0,4800,0.25,0.38461538461538464,1.0,6.75,1440.4123483997755,3,-0.05979511,-0.83643013
76,78,2023/6/22,0.28175182481751826,数据分析师,拼多多,0.8571428571428571,0.0,5500,0.0,0.46153846153846156,0.4,7.55,1650.282900457207,0,-0.0851855,-0.4662715
77,79,2023/5/1,0.09927007299270073,数据分析工程师,广州市森大贸易有限公司,0.8571428571428571,0.0,27500,0.25,0.38461538461538464,0.0,7.85,8250.189459974332,0,-0.029586524,-0.0197592
78,80,2023/6/5,0.14744525547445256,电商数据分析师,上海挖豆信息科技有限公司,0.14285714285714285,0.0,30000,0.25,0.07692307692307693,0.2,5.8,9000.09636540467,0,0.62200606,0.009323873
79,81,2023/3/4,0.28175182481751826,数据分析师,拼多多,0.8571428571428571,0.0,45000,0.25,0.23076923076923078,1.0,7.15,13500.392323534132,3,-0.92351043,-3.3107297
80,82,2023/3/22,0.18686131386861313,数据分析师,上海链家地产,1.0,0.0,3600,0.25,0.46153846153846156,1.0,6.75,1080.427339977541,3,-0.12671044,-0.8226443
81,83,2023/8/18,0.11386861313868613,powerBI数据分析工程师,敏捷艾科,0.2857142857142857,0.0,14000,0.25,0.07692307692307693,0.4,6.1,4200.154436311863,0,0.60857475,-0.16823098
82,84,2023/4/8,0.6875912408759124,数据分析和算法工程师主管,有数云集生物科技(上海)有限公司,0.14285714285714285,0.0,20000,0.25,0.3076923076923077,0.0,6.5,6000.133456926284,0,0.74533,0.3756335
83,85,2023/4/29,0.18686131386861313,数据分析师,上海卓盟信息科技有限公司,0.2857142857142857,0.0,20000,0.25,0.0,0.4,6.05,6000.154043274244,0,0.5631362,-0.10862907
84,86,2023/8/19,0.11386861313868613,power bi数据分析师,德昂信息技术(北京)有限公司,0.2857142857142857,0.0,19000,0.25,0.15384615384615385,0.2,6.25,5700.122128619555,0,0.66181684,-0.10138341
85,87,2023/4/17,0.04817518248175182,数据分析师,上海链家地产,1.0,0.0,5300,0.25,0.5384615384615384,1.0,6.75,1590.4211636720945,3,-0.18702891,-0.8432675
86,89,2023/3/20,0.11386861313868613,大气污染防治分析工程师（数据分析）,无锡中科光电技术有限公司,0.8571428571428571,1.0,3500,0.0,0.23076923076923078,1.0,7.1,1050.463035212962,2,-2.5150757,-0.87477356
87,90,2023/8/27,0.04817518248175182,数据分析算法工程师,上海宝掣科技有限公司,0.2857142857142857,0.0,22500,0.25,0.3076923076923077,0.2,6.25,6750.130943891874,0,0.77383935,-0.072154365
88,91,2023/5/23,0.18686131386861313,数据分析师,上海链家地产,1.0,0.0,4800,0.25,0.38461538461538464,1.0,6.75,1440.4196476698485,3,-0.06363943,-0.8380733
89,92,2023/5/6,0.6875912408759124,数据分析师,外企德科人力资源服务安徽有限公司,0.42857142857142855,0.5,14000,0.25,0.6153846153846154,1.0,6.2,4200.457083299912,3,1.1010069,-0.90339476
90,93,2023/6/12,0.11386861313868613,数据分析师（外包）,外企德科,0.8571428571428571,0.25,15000,0.25,0.5384615384615384,0.4,7.1,4500.3113044437305,0,-0.41984656,-0.1804845
91,94,2023/7/13,0.6875912408759124,数据分析师（金融科技产品）,万宝盛华企业管理咨询(上海)有限公司北京分公司,0.8571428571428571,0.75,27500,0.0,0.6153846153846154,1.0,7.15,8250.533869014198,3,-0.49699917,-1.4793185
92,95,2023/5/28,0.11386861313868613,数据分析师-230277,上海中智人才顾问咨询有限公司,0.2857142857142857,0.5,15000,0.5,0.0,0.2,6.4,4500.169244004171,0,0.58994305,-0.20218906
93,96,2023/8/6,0.14744525547445256,汽车自动驾驶数据分析工程师,苏州金色未来信息咨询股份有限公司,0.42857142857142855,1.0,17500,0.25,0.5384615384615384,0.4,6.75,5250.325376393679,2,-3.450668,-0.21921107
94,97,2023/4/15,0.6875912408759124,大数据/数据分析工程师,外企德科,0.8571428571428571,0.25,21000,0.25,0.46153846153846156,1.0,6.7,6300.480984398812,3,-0.39656124,-1.1767296
95,98,2023/3/10,0.18686131386861313,ML运营-数据分析师,深圳南区人瑞人力资源服务有限公司,1.0,1.0,15000,0.25,0.23076923076923078,0.4,7.55,4500.384263054463,2,-2.3587189,-0.22623798
96,99,2023/8/5,0.11386861313868613,数据分析师,北京仕邦达人力资源服务有限公司上海分公司,0.42857142857142855,0.25,27500,0.25,0.0,0.0,7.35,8250.1131725756,0,0.45952246,-0.00652387
97,100,2023/4/28,0.14744525547445256,数据分析工程师,苏州金色未来信息咨询股份有限公司,0.42857142857142855,1.0,13500,0.25,0.3076923076923077,0.4,6.8,4050.302299470602,2,-2.727941,-0.24685583
98,101,2023/8/14,0.09927007299270073,数据分析师,上海迪孚人力资源服务有限公司,0.42857142857142855,0.0,19000,0.25,0.38461538461538464,0.2,6.55,5700.165174260047,0,0.8373046,-0.098839365
99,102,2023/4/29,0.6875912408759124,数据分析师(物流),上海东浩人力资源有限公司,0.42857142857142855,0.5,12500,0.25,0.23076923076923078,0.4,6.6,3750.2986217614502,0,0.66974425,0.49709067
100,103,2023/7/16,0.14744525547445256,汽车自动驾驶数据分析工程师,苏州金色未来信息咨询股份有限公司,0.42857142857142855,1.0,17500,0.25,0.5384615384615384,0.4,6.75,5250.325376393679,2,-3.450668,-0.21921107
101,104,2023/6/10,0.6875912408759124,数据分析工程师-外包岗,万宝盛华企业管理咨询(上海)有限公司北京分公司,0.8571428571428571,0.75,25000,0.25,0.15384615384615385,0.2,7.75,7500.340215168043,2,-1.0031475,0.37618807
102,105,2023/6/27,0.09927007299270073,数据分析师,天津佩能能源科技发展有限公司,0.2857142857142857,0.0,16000,0.25,0.23076923076923078,0.2,6.3,4800.1283610732335,0,0.7217051,-0.13222072
103,106,2023/4/11,0.14744525547445256,自动驾驶数据分析工程师,苏州金色未来信息咨询股份有限公司,0.42857142857142855,1.0,16500,0.25,0.15384615384615385,0.4,6.75,4950.286914855217,2,-2.2168293,-0.20802638
104,107,2023/2/21,0.6875912408759124,产品数据分析师,首聘(北京)科技有限公司,0.8571428571428571,0.0,11000,0.5,0.46153846153846156,0.2,7.1,3300.3084843988127,0,-0.15298647,0.49616635
105,108,2023/4/26,0.19124087591240876,数据分析助理,安徽泰沃兆斯信息科技有限公司,0.42857142857142855,0.0,15000,0.25,0.0,1.0,6.1,4500.295909801876,3,0.5571306,-1.1079627
106,109,2023/4/14,0.14744525547445256,汽车自动驾驶数据分析工程师,苏州金色未来信息咨询股份有限公司,0.42857142857142855,1.0,17500,0.25,0.5384615384615384,0.4,6.75,5250.325376393679,2,-3.450668,-0.21921107
107,110,2023/4/30,0.010218978102189781,数据分析助理,上海峪诚东信息科技有限公司,0.5714285714285714,0.0,13500,0.25,0.23076923076923078,0.4,6.55,4050.202313106601,0,0.4748775,-0.20065293
108,111,2023/5/23,0.05547445255474453,数据分析岗,京东集团,1.0,0.25,19000,0.25,0.07692307692307693,0.2,7.45,5700.240739752947,2,-0.8478174,-0.14844498
109,112,2023/5/2,0.14744525547445256,自动驾驶数据分析工程师,苏州金色未来信息咨询股份有限公司,0.42857142857142855,1.0,12000,0.25,0.07692307692307693,0.4,6.8,3600.279222547525,2,-2.031187,-0.26698515
110,113,2023/8/4,0.6875912408759124,数据分析岗,东北证券,0.8571428571428571,1.0,5000,0.25,0.0,1.0,7.0,1500.509830552659,2,-1.7215601,-0.8533967
111,114,2023/5/3,0.6875912408759124,数据分析岗,智联猎头,0.8571428571428571,1.0,12500,0.25,0.15384615384615385,0.4,7.4,3750.405215168043,2,-2.067551,0.4733458
112,115,2023/6/19,0.28175182481751826,数据分析,上海市住房和城乡建设管理委员会人才开发评价中心,0.2857142857142857,0.0,12500,1.0,0.0,1.0,5.7,3750.321032325339,1,1.0485634,-5.279958
113,116,2023/6/17,0.6875912408759124,数据分析岗,上海数治数据科技有限公司,0.2857142857142857,0.0,7000,0.5,0.5384615384615384,1.0,5.6,2100.3904624207908,3,1.1412052,-1.6836616
114,117,2023/6/16,0.28175182481751826,数据分析专员,南京飞勒克工业设备有限公司,0.42857142857142855,0.75,5250,0.25,0.15384615384615385,0.4,6.7,1575.2753455121522,2,-0.7889805,-0.44594344
115,118,2023/5/14,0.18686131386861313,数据分析,元气森林(北京)食品科技集团有限公司,0.8571428571428571,0.25,16000,0.25,0.15384615384615385,0.2,7.3,4800.240142175342,2,-0.78324246,-0.16695473
116,119,2023/7/8,0.052554744525547446,数据分析,上海高顿教育集团,0.8571428571428571,0.0,5250,0.25,0.0,0.4,7.0,1575.2263269030238,0,0.27554795,-0.38476166
117,120,2023/8/6,0.28175182481751826,数据分析专员,南京飞勒克工业设备有限公司,0.42857142857142855,0.75,4600,0.25,0.0,0.4,6.7,1380.2599608967676,2,-0.9708053,-0.44068667
118,121,2023/3/15,0.11386861313868613,数据分析专员,多特瑞(上海)商贸有限公司,0.42857142857142855,0.75,4750,0.25,0.15384615384615385,0.4,6.7,1425.2585571909842,2,-0.80946326,-0.40018603
119,123,2023/7/24,0.14744525547445256,数据分析助理（双休，入职缴纳五险）,杭州博盛达信息技术有限公司,0.5714285714285714,0.0,5150,0.25,0.0,0.4,5.95,1545.1929588112616,0,0.427214,-0.3896645
120,124,2023/6/10,0.19124087591240876,数据分析助理,上海思勃商务咨询有限公司,0.2857142857142857,0.0,7000,0.25,0.0,1.0,5.7,2100.2744812304477,3,0.64301085,-0.99355227
121,125,2023/5/26,0.09927007299270073,数据分析,上海晨钦信息科技服务有限公司,0.8571428571428571,1.0,19500,0.25,0.15384615384615385,1.0,6.95,5850.466383051255,2,-2.331549,-1.4313854
122,126,2023/2/1,0.6875912408759124,线上数据分析经理,上海清美绿色食品(集团)有限公司,0.8571428571428571,0.25,21500,0.5,0.0,0.2,7.25,6450.287330552658,2,-0.9522877,0.41877684
123,127,2023/5/14,0.28175182481751826,数据分析（销售支持）,旺旺集团,1.0,1.0,3500,0.25,0.15384615384615385,0.6,7.35,1050.4260597978664,2,-2.2234373,-0.5107662
124,128,2023/6/24,0.6875912408759124,数据分析员8K底薪保障+入职带薪提供住宿,上海太屋网络科技有限公司,0.8571428571428571,0.0,12000,0.5,0.5384615384615384,1.0,6.5,3600.476176706505,3,-0.14245757,-1.5166107
125,129,2023/5/6,0.03941605839416058,数据分析（行政数据线）,深圳万物商企物业服务有限公司,1.0,0.25,4500,0.25,0.6153846153846154,0.4,7.25,1350.332980067378,0,-0.42587164,-0.41832504
126,130,2023/5/19,0.18686131386861313,销售数据分析,旺旺集团,1.0,1.0,8000,0.25,0.0,1.0,7.15,2400.4811861313865,2,-1.9008328,-0.8652831
127,131,2023/6/3,0.19124087591240876,数据分析经理,达美乐比萨,0.7142857142857143,0.75,16500,0.25,0.3076923076923077,0.0,7.55,4950.244536175503,2,-0.7591499,-0.14184329
128,132,2023/4/23,0.09927007299270073,数据分析主管,天鲜配(上海)供应链科技有限公司,0.42857142857142855,0.0,17500,0.25,0.0,0.2,6.65,5250.126712721585,0,0.49549606,-0.12363037
129,133,2023/2/18,0.6875912408759124,数据分析经理-普惠,交银企业管理服务(上海)有限公司张江高科技园区分公司,0.8571428571428571,0.5,15000,0.25,0.07692307692307693,0.4,7.2,4500.347522860351,2,-0.9351865,0.46077266
130,134,2023/7/30,0.09927007299270073,J54XB72-总行零售金融部科技管理岗（数据分析）,上海农商银行,0.8571428571428571,0.5,5000,0.25,0.0,0.4,7.2,1500.2809984358705,2,-0.9653268,-0.40136132
131,135,2023/7/4,0.11386861313868613,数据分析与挖掘,上海克而瑞信息技术有限公司,0.8571428571428571,0.75,4500,0.25,0.07692307692307693,0.4,7.3,1350.3151505975775,2,-1.0680043,-0.40158233
132,136,2023/2/7,0.6875912408759124,数据分析助理（双休）,杭州烛名科技有限公司,0.42857142857142855,0.0,13000,0.25,0.07692307692307693,1.0,6.0,3900.353237146065,3,0.55836236,-1.0629843
133,137,2023/8/11,0.18686131386861313,数据分析员,旺旺集团,1.0,1.0,7000,0.25,0.23076923076923078,0.4,7.55,2100.3842630544636,2,-2.3948267,-0.44095775
134,138,2023/6/1,0.6875912408759124,广告数据分析,宜通华瑞,0.8571428571428571,0.0,20500,0.25,0.07692307692307693,0.2,7.15,6150.257522860351,0,0.19735447,0.40290746
135,139,2023/8/2,0.05547445255474453,数据分析（运营监控）,上海识装信息科技有限公司,0.8571428571428571,0.0,17500,0.5,0.15384615384615385,0.4,6.95,5250.254503489211,0,0.17638803,-0.22340986
136,141,2023/6/25,0.6875912408759124,大数据分析专员,爱谱华顿,0.8571428571428571,0.25,4600,0.25,0.0,0.4,7.1,1380.314830552659,2,-0.9745883,0.5169616
137,142,2023/7/12,0.052554744525547446,数据分析专员,浙江然自芯环保科技有限公司,0.42857142857142855,0.0,3500,0.5,0.23076923076923078,1.0,5.9,1050.3176181118151,3,0.9379195,-2.0987287
